id,nodes,edges,type,result,avgcoeff,no_of_tri,closed_tri,diameter 
1880,82347,920972801,3,1,0.05713412322432376,62480966969,0.008034487316551982,5
1881,6369308,5939812195660,1,3,0.08755072374690609,110867582907516,0.013052651628677888,2
1882,2089082,728702722198,3,2,0.4796618753797772,66246003323262,0.0662263721871096,20
1883,8325822,212318283869,0,3,0.05089582786565239,12362703203020,0.00754488187261673,12
1884,4820308,7131061727444,2,3,0.45763476164057915,259113149882302,0.05823815420290311,8
1885,3125,2104437,0,0,0.44415524021332686,15520553,0.05643571754172379,19
1886,17477,92641135,1,1,0.9758300552503539,7540677387,0.15661423799582277,16
1887,91372,3254339025,3,1,0.9461923243113486,259467841356,0.13232959912681488,3
1888,7693462,18652822268550,2,3,0.8341009852689432,482375617161325,0.14319921470966054,2
1889,5690516,9550596629561,2,3,0.8988727335577862,266200045382834,0.1357387377022557,17
1890,888382,326742069266,1,2,0.9696549559608196,417713362071,0.1405490046701466,9
1891,85808,639098351,2,1,0.41233648641971565,12953533820,0.06210903970084733,2
1892,4723085,1183331979540,3,3,0.7494707559386674,15222034855349,0.122758188892083,1
1893,2396,1444209,2,0,0.23449052184553298,66476824,0.035858002547665115,9
1894,8909902,30994423356627,3,3,0.5837810921969695,2044834660535013,0.10797850228800641,9
1895,1031,158745,2,0,0.8603989031564779,241173,0.12471993609534313,9
1896,4291,8891553,0,0,0.8842135658784807,585532346,0.14599845974336034,9
1897,54318,833248020,0,1,0.2675377485708478,33705637207,0.03622683469579898,11
1898,7338360,10919308910390,0,3,0.47118616127080193,398704262331417,0.08770339785728422,18
1899,5810555,2696379962471,3,3,0.6486664451884412,37521450482442,0.08308825144732501,8
1900,11984,41722340,1,1,0.21655845560850506,3652166924,0.028002071473439805,15
1901,71697,1753920118,3,1,0.5769770031760851,99680437933,0.11152537858437415,1
1902,99824,4606149375,2,1,0.8481436424062906,26131641683,0.1610876773023402,20
1903,70672,474977124,2,1,0.34288279050638704,4631237867,0.0542691886895059,7
1904,2054264,532244486463,1,2,0.004257397219213033,52262283659331,0.0005911238658221505,4
1905,1283,625747,0,0,0.08539021967300786,59502521,0.011410975002842518,8
1906,2162928,838408734504,0,2,0.4159087629709698,69379173312816,0.08088062253030165,16
1907,1792,1053112,3,0,0.30261663957222895,50806872,0.04282809591202527,8
1908,47445,161765152,1,1,0.682858154243174,1099192401,0.09083274909130495,17
1909,5817748,14973667012216,0,3,0.7454304210974074,45126234509669,0.09650649027027199,8
1910,216,21842,2,0,0.7224554419420087,1748258,0.12717240651568487,18
1911,85733,3235734578,0,1,0.006820341237139482,242253382700,0.0011808801764750367,18
1912,790583,227064227696,2,2,0.21973314029455637,4625915729284,0.031501347285539945,13
1913,260251,17513461269,3,2,0.9760659614189495,1523580614507,0.12202206899337174,5
1914,86516,2863192012,3,1,0.5357273057001927,62844781392,0.0863209244364573,2
1915,1785781,867213184945,1,2,0.8796093006879281,32982144249887,0.14079639228456792,4
1916,4929534,4154725560836,0,3,0.41615582697443165,235497611200408,0.07314929892976547,10
1917,1223831,506075758085,1,2,0.43482723318097616,5195733212335,0.07307301946252888,9
1918,2703,842996,3,0,0.6336809089998839,42782162,0.09777594259269391,13
1919,3253,3753386,2,0,0.12972306789340182,90386881,0.025135403015408404,18
1920,45736,286528760,2,1,0.11174775096897083,8094689944,0.017299196556883403,16
1921,2075880,1916549980800,2,2,0.2828528814205571,66061899893793,0.04251231881000588,4
1922,2465141,2217823285131,0,2,0.8065313299014951,214488133002779,0.11515795668021755,8
1923,47912,85010733,3,1,0.2716758648253741,7893537350,0.048818094024886856,20
1924,90225,1545777652,3,1,0.565836275895539,25855363409,0.07236741298649338,17
1925,7665575,17608496250161,3,3,0.8497522079652191,1752908635967328,0.12683906890973343,20
1926,78961,51392845,1,1,0.030700121771886968,2591035606,0.004879420702682743,10
1927,48293,128909513,1,1,0.3360063821872141,9991617260,0.05042403832581089,5
1928,1810993,273031022804,1,2,0.03160647743065392,1849799239045,0.00409076799801188,13
1929,7820457,27571277901643,3,3,0.07776235873210491,1370652037458883,0.013718847608770741,18
1930,242116,15101910049,2,2,0.09967572936777558,1239750696912,0.01510724261508759,11
1931,681146,208991497451,0,2,0.3143347168345897,17032659677769,0.0395587771011049,13
1932,5679961,9791470783771,3,3,0.9016460230129848,523284852938571,0.17430591904561538,4
1933,6839036,4022289075890,2,3,0.9304367047926042,198040370922926,0.15717148387058327,13
1934,5039464,1971274815847,2,3,0.5676337096743583,129628831035661,0.07753399912457044,8
1935,1375874,34096528254,1,2,0.7077917698189959,694848367750,0.10957063861431002,14
1936,94897,653749283,3,1,0.09488122750064787,26307460356,0.013071442926966909,5
1937,3406597,4360303001753,1,3,0.15044705087497645,7890422023364,0.026123157451153595,5
1938,2463408,2846913351697,3,2,0.8591118123894108,127057521647132,0.16700836134400773,1
1939,8577256,5731217754046,0,3,0.5313046603684772,9614909850676,0.06867036826500066,12
1940,201532,1364547617,0,2,0.7569170923456393,23483108360,0.1177125445771903,9
1941,1348,669231,3,0,0.7463233484976696,46161924,0.10072022683302634,13
1942,1243,428494,1,0,0.9114795203946333,28430152,0.1365093296091796,12
1943,5019203,2708360962372,3,3,0.9789643875445814,32243522602128,0.1262976774917004,12
1944,95348,735551955,2,1,0.9209521901502635,73273313085,0.1170008502815755,10
1945,5455,5360843,3,1,0.18111622456528842,293170179,0.025665669928790824,5
1946,181,1332,1,0,0.20046845751558606,77030,0.03243272586162133,10
1947,69440,1342375921,2,1,0.5416835831947598,103440424418,0.10524669096375121,15
1948,4143,3186516,1,0,0.35598933864073845,174828975,0.05715368596796708,5
1949,6258211,15918685587415,0,3,0.13315022736034754,1330223528476442,0.021181607759045127,20
1950,21987,18803222,0,1,0.29593745773069413,1116930077,0.05269936486498933,11
1951,2134092,1069167265928,0,2,0.6232275281368149,100360289412373,0.07903980046904784,18
1952,2562586,1489837816512,1,3,0.2727618938437619,101061679957870,0.049868888848046654,13
1953,192142,14897184373,3,2,0.9427208753435549,355525226241,0.17731788235181795,14
1954,2209,744588,3,0,0.515403412151393,13050527,0.07164974135009766,18
1955,3135,3622655,3,0,0.8537216434689809,350210108,0.14274926681677172,19
1956,1775,1267274,3,0,0.7051694534517806,53520196,0.10053469066751347,16
1957,3339079,5342352082279,2,3,0.04181832865218871,390236520734566,0.0061930312459402065,6
1958,1896764,863682611482,3,2,0.5318078467967293,16355061788032,0.07123700138096138,16
1959,1133530,117538390371,1,2,0.13237826859618573,339024469605,0.0214358385558158,3
1960,5949475,4419950881,3,3,0.4031377789026205,224428393575,0.07639105798738946,10
1961,25534,39140967,1,1,0.006623824227859898,1172249088,0.0010822190068151187,11
1962,2118614,1991999535805,1,2,0.15512821133394705,57250690758866,0.026130941632518466,2
1963,5164111,86508797542,2,3,0.4669396196177428,4819316666600,0.0599576733859329,20
1964,445867,24586591540,3,2,0.41798077762259567,2410479375717,0.08339440959496297,18
1965,3627,3131491,2,0,0.4123994301755587,161669937,0.06359262206164104,19
1966,3454,100643,2,0,0.26012869094672253,4638650,0.03401386759924194,10
1967,8580146,3352823847826,1,3,0.6219729805182751,313569283420174,0.08975878921080663,12
1968,3235915,938983379057,1,3,0.11685333817217558,85155351713504,0.015041208043697862,11
1969,1831328,992559694378,2,2,0.6266786915391761,21380820668993,0.11284816084797239,15
1970,4208106,1591458836994,2,3,0.5993335203739971,3600716300607,0.07539404696234692,3
1971,2085394,1597054750822,1,2,0.5412253540624742,131680980988103,0.0848419348167713,10
1972,1532,647778,0,0,0.025187550959130833,21532724,0.004212670679081368,9
1973,11596,31538691,1,1,0.4017998540755653,827042714,0.060044223095059954,11
1974,5369696,4584666092214,1,3,0.17411551789552204,182297330114721,0.02939677646748608,15
1975,817806,73951345539,2,2,0.926734679258447,1954281140688,0.11691679377009541,2
1976,3510,2899027,2,0,0.8395858903797406,179448984,0.1171476650211339,11
1977,3623,5326287,3,0,0.07185549451758066,508748197,0.010146480187433266,14
1978,2043937,985260550621,0,2,0.6970259002325397,32710493814695,0.10559678903440974,2
1979,4921,6526638,2,0,0.11707168237074306,560171886,0.020653489626199128,1
1980,35576,122043575,3,1,0.23462227990291729,11165480026,0.04189863344057394,12
1981,5533721,10859152822713,3,3,0.4201797663261585,931718584380747,0.08183532896250485,14
1982,6448245,8061069344911,0,3,0.14356494365036598,82360077736657,0.01934351323451772,17
1983,537,69622,3,0,0.8044877050746194,6947209,0.13020069296799122,7
1984,35420,314234071,3,1,0.710128135153399,23823837843,0.11764620370694805,8
1985,2321660,738788892039,3,2,0.8057656336038481,29773453756402,0.11594382627254513,15
1986,666502,211112724203,3,2,0.6700362303936548,1157904336568,0.09918807444688903,17
1987,61783,1748668453,1,1,0.7005005595632158,128893587551,0.13327083673419307,5
1988,716,224008,1,0,0.6842783875723097,13609011,0.10511752223788076,8
1989,29019,198034932,2,1,0.6767188052742391,12933275090,0.12726119098783836,5
1990,3618516,4979577557969,3,3,0.6577388784193515,310924787126502,0.10791294722630798,7
1991,1577,70653,2,0,0.006033572292984624,6293721,0.0008154378596267422,16
1992,67948,1995188045,2,1,0.9036774195434867,173768903850,0.1537335496415546,3
1993,1015,502292,2,0,0.549079562653834,49647883,0.077074315560155,6
1994,413,33697,1,0,0.012600487681255657,3205951,0.001658376068423237,6
1995,1309,110187,1,0,0.5950925907182005,8847920,0.10099890275781197,20
1996,4894,2582327,3,0,0.112164448093382,11691964,0.01984470639165532,10
1997,2160,232370,3,0,0.8746332517556404,18173706,0.11885594051895211,5
1998,119827,1213129112,2,2,0.21385778339696304,30034431323,0.03362328301319979,2
1999,51857,584158183,2,1,0.7156986681810092,29193714608,0.13352771502598265,5
2000,74662,876696747,0,1,0.6123861003145908,28170854309,0.09879593040680501,15
2001,164828,7690975449,2,2,0.5979705788253206,619247662981,0.10660633725000572,17
2002,6851584,2998496098663,3,3,0.018329991847938265,268553615999871,0.0030751581828920593,18
2003,3673020,2458144000129,1,3,0.27397441169328807,191099786843315,0.04839335870650324,1
2004,1813,171784,3,0,0.7217126361577206,5426376,0.0968153727912011,9
2005,450,85915,0,0,0.19511677683000583,686771,0.03319673978175102,17
2006,57278,1613146711,2,1,0.9085744511976966,19097005226,0.1149089554590772,11
2007,69636,1344679477,0,1,0.7522649847924482,87952142473,0.10143951276049051,16
2008,3656778,2022323181950,2,3,0.3232930942280985,184092705759642,0.041304483196965995,13
2009,9686846,7724986055830,1,3,0.503309213600523,537653015223163,0.08674340454350879,19
2010,99,4343,2,0,0.896815702950382,341991,0.15385572018151958,14
2011,7671049,14906541625778,1,3,0.8518317348366718,1025494256385781,0.14340022412514752,11
2012,3714,1463992,2,0,0.024669338532671725,134199831,0.004200168902632007,4
2013,1139517,162635994111,1,2,0.06119359083835041,1952965379265,0.010212594507298417,13
2014,38246,614587661,3,1,0.6642020091725144,8292245151,0.08987315677348263,13
2015,1812,502834,1,0,0.25083000411198175,9643604,0.04298896987030321,9
2016,66203,1104148263,1,1,0.4130637821293135,105661551214,0.06998314797352981,17
2017,2470,260266,1,0,0.4997951706311222,15086561,0.0750273317592602,17
2018,51881,840884054,1,1,0.7498250422813066,9908695808,0.10702408435805176,10
2019,9246873,8367479618484,3,3,0.2007083323603409,499429833337084,0.031100500428211032,15
2020,3536721,3807359640146,1,3,0.02649641429723637,302486151166967,0.0036334019968454114,10
2021,6856826,9179136872356,2,3,0.14992786019765358,595843831622784,0.024849573646332286,8
2022,2890226,1183818531520,3,3,0.8343282821442068,26392294101512,0.10659976570593936,17
2023,1698867,735206276408,0,2,0.6739774149521844,44585220037806,0.10533803824173028,15
2024,3149632,3899160022358,1,3,0.675880705757201,338506837738815,0.09348786356901051,15
2025,3081911,2364415461245,3,3,0.4596681460726415,195767224484767,0.0680818479059354,12
2026,472,83346,0,0,0.32216000013420754,7759555,0.06125058964785075,1
2027,1156193,451466022943,3,2,0.11856221995442395,24153935432022,0.016274306105105427,8
2028,94383,2192251219,1,1,0.9203037000828427,53873515634,0.13221561530588008,4
2029,2312534,218309032973,1,2,0.7705121513671507,2473965466188,0.13012347181670805,8
2030,3979,166388,0,0,0.5428851060194322,15249271,0.07776295246878437,11
2031,276611,35693467375,1,2,0.5882167419911826,2099896132603,0.0798521763877797,4
2032,1876464,33683969393,3,2,0.282350383816663,3202020749095,0.04181520787858146,12
2033,14082,65992587,2,1,0.9823842887822649,1056416617,0.12912110243346372,8
2034,2800,1798487,1,0,0.24954331117849504,87817198,0.04681302728217895,5
2035,2231,653230,1,0,0.12437639843602677,37460541,0.016048862863921858,8
2036,8882469,22667684148037,3,3,0.8123850433560841,453200340733526,0.13265131878016104,7
2037,5862830,8051864389991,2,3,0.6449774483168802,343777389642333,0.09882387321322103,6
2038,345931,41133942864,1,2,0.04850787289554859,2536257456878,0.0060651920327413535,10
2039,7198,9609740,0,1,0.5989608060150468,603390716,0.09188328258530355,16
2040,4347,8870253,2,0,0.4136987079512964,402161688,0.05607918667939604,3
2041,235508,18073123169,1,2,0.9894939012697649,886568029333,0.1951675904650521,8
2042,7586995,21603074210654,0,3,0.9305869409855154,60394760559055,0.1403875008132636,9
2043,64977,39123178,2,1,0.7964689065923373,1381536316,0.10061813475024907,7
2044,2682445,3064710425639,3,3,0.05971009437307628,99049949309105,0.007685249221247345,19
2045,3549701,5698684984103,0,3,0.2508207852412824,419937146933909,0.04064590602311165,11
2046,2734,1970409,3,0,0.22808923866929787,129137963,0.039652814675548896,15
2047,1740,1223486,2,0,0.24571804139164855,67909384,0.046940221152950996,11
2048,1921466,1397856312446,0,2,0.7595417990022382,84932306252876,0.10684900182975622,14
2049,1899179,1754117167537,0,2,0.3701492411832692,115921700630350,0.07353855080369617,13
2050,4394177,3744843223739,1,3,0.8627507679457866,105925639014820,0.10873097231093315,11
2051,1535,614165,1,0,0.15000374652555293,61149503,0.01941119389455141,12
2052,77110,1452383770,0,1,0.742812190845156,35102256347,0.11234984543610353,4
2053,398278,4699372994,3,2,0.12040276852167231,347027887366,0.0216277875662757,1
2054,2020027,81288035351,1,2,0.8895436051471981,6221647467041,0.15179331358318565,6
2055,1715,708437,2,0,0.02277149314227067,42681125,0.0032704291353799074,16
2056,24904,12826778,2,1,0.4041950617939314,533323043,0.06159399555535329,4
2057,5504907,12128424644992,2,3,0.30497728744646413,1066122018364553,0.055110010164633884,11
2058,1477596,517403703831,0,2,0.6550802325972028,26208732925713,0.1209452314937753,6
2059,7069410,17164644561826,0,3,0.033758572914526,1018901458092279,0.004533513780678843,5
2060,4923095,5882416939007,2,3,0.18385255976235626,129648275728191,0.03123507253132574,3
2061,84303,884425454,0,1,0.8393980933497206,12725011981,0.13990285698429863,2
2062,9492,32295851,1,1,0.5592071698112431,962496983,0.08233414149471875,10
2063,22538,190892177,0,1,0.6952401987643881,12002274100,0.09007226936207555,18
2064,240,20953,2,0,0.9376905133864983,423653,0.12400200355026321,20
2065,8174702,13419789203253,0,3,0.8232605453559021,981730927097697,0.14139409093260208,1
2066,567941,148460022574,2,2,0.6595947570286292,13148747968906,0.08459985290512852,16
2067,13150,46339696,0,1,0.5430435196192878,1856105948,0.08804567448974072,7
2068,3110,2601472,2,0,0.02655279289006285,11335450,0.004379208056904141,3
2069,909617,187999387401,2,2,0.16260509823306712,7411083501718,0.025098699271144338,18
2070,7829186,1555899490322,2,3,0.9621173948211317,103271290933836,0.14060677382489747,20
2071,240549,23095882904,1,2,0.16079255385914215,1253105305514,0.021407754557221402,20
2072,2082535,1403675138628,2,2,0.5360662025356151,95014476608870,0.06861408989819749,14
2073,6051129,1196080367340,1,3,0.9914202822240681,27416226079464,0.1738447276414587,10
2074,3032,940354,0,0,0.5800829604087355,1651152,0.07295989744841702,7
2075,5242,2507738,1,1,0.5176195045163908,38881062,0.1022657357951828,7
2076,51583,1000223688,0,1,0.13053444086811217,75090437008,0.02026250349694666,16
2077,4506,9319860,1,0,0.7190446210481826,480235407,0.10828763665175785,19
2078,5897443,10472146262426,3,3,0.6274136636327462,129609394475434,0.11906675322323523,14
2079,4038,4811318,2,0,0.13475290369987758,173089587,0.01797193897889115,15
2080,9496914,16745096054447,2,3,0.894293045483545,1232713679331583,0.12374725891223065,19
2081,809255,261673584694,2,2,0.332692415779711,11517327730468,0.05407253204258286,3
2082,62362,1181712839,0,1,0.38910695958847985,77133822778,0.06248081800964589,15
2083,4691529,10261762554537,0,3,0.45029438240764885,145740631574336,0.06343807880411076,8
2084,901,381087,0,0,0.8018741200138502,31440431,0.12798516601170096,12
2085,1035,11787,3,0,0.18803109024397968,824684,0.030531413319919123,7
2086,8280395,20612759027736,2,3,0.432948373456854,710638008304276,0.05919129248834624,12
2087,9537924,15333164416636,2,3,0.01780742709600358,734414198041871,0.0028772976733218744,13
2088,1607227,920898726378,0,2,0.45148424462218495,1823337065188,0.05880577158796717,9
2089,2395542,1561062111309,1,2,0.13563111857867838,36630379576060,0.020212453442832092,7
2090,4974551,10297042537859,1,3,0.32268325433929745,652115100394746,0.053440033496272146,14
2091,92952,1653230895,0,1,0.013891477781114658,102910302578,0.0018243240391646177,16
2092,1397095,396131284493,3,2,0.906715892124495,11812146063700,0.14522335048930896,6
2093,4061,5348719,3,0,0.03984657149357018,215072852,0.005249024434946707,2
2094,83103,2630042956,0,1,0.2440008816124991,44362884802,0.040159567571132926,17
2095,16512,20777424,1,1,0.0859826232263432,1465796087,0.011710187730466766,18
2096,5863709,8534637565533,3,3,0.9305748587249245,595227540460945,0.13731011570700385,6
2097,1043100,12683257865,1,2,0.3259704912247121,773511269023,0.05439275985882828,8
2098,1066978,481305798857,3,2,0.5861301504520442,28581088005336,0.07581510200485304,12
2099,2384,1852552,3,0,0.11364005709875513,59423720,0.021276766799232967,20
2100,4933,6272766,0,0,0.7318431624263546,125698143,0.09497504699011775,18
2101,37519,145840414,2,1,0.16551051627080793,5131141461,0.03217102531495584,16
2102,6318497,11768428121338,3,3,0.32689525657454355,214245873952335,0.05657532351670622,18
2103,2237641,1925164173158,0,2,0.7224235727442784,38089066978052,0.09738850724665757,1
2104,7696973,4465093264690,1,3,0.04974782319081672,88283380161191,0.006367770179278815,18
2105,486,88998,0,0,0.8233396615405008,7431801,0.11103791465050558,20
2106,149687,7977974686,2,2,0.07238484239448062,181789075550,0.012818408444112837,4
2107,8103619,29627779430393,3,3,0.22613582027496648,928925228695658,0.03780291833413489,2
2108,43546,71648415,1,1,0.7990766647274344,6849711969,0.10509302314463315,7
2109,3732306,2094934473910,2,3,0.16803301688332928,107328556754306,0.022356883709023535,5
2110,1651,4840,2,0,0.6641029251147849,367544,0.10143868430099619,2
2111,84655,1731677364,3,1,0.42878098978870505,132933045674,0.05826583732180982,17
2112,8645571,36643120282011,1,3,0.4154813508325622,3509700408372648,0.07839539758325108,10
2113,2101472,2034756156727,1,2,0.010936315715976197,166750826785274,0.0014103165658931433,4
2114,1090,25211,0,0,0.9089823711542456,2174450,0.11955333491534964,7
2115,662657,40726312072,1,2,0.8884928985057193,158369945200,0.17166399011660727,7
2116,2230505,812980957609,1,2,0.7257775796825403,31106949505234,0.14037899774754695,4
2117,6922553,18084890472229,1,3,0.015092692454915846,568488816049361,0.00223790583998091,16
2118,5732855,11493893829753,1,3,0.3995419415018592,691148937107151,0.050175756743475554,7
2119,4951,9188894,3,0,0.809001854903324,433087535,0.15596805170474382,9
2120,220176,3301225600,0,2,0.9345096945186301,132348387584,0.12842504457431902,5
2121,3704,3486064,3,0,0.9728666382270934,325171338,0.1801933021389786,1
2122,9090168,10540396542384,2,3,0.4781447663285965,993163937553115,0.06364700619368646,13
2123,1429,140140,3,0,0.3603594062679949,3425391,0.05518129342430442,7
2124,5911958,6386491528959,2,3,0.8117568215861185,452300560924226,0.11101117038056395,2
2125,55339,816050781,2,1,0.17523072163980458,10724753196,0.028382370898101385,16
2126,357,5944,2,0,0.4025859067326365,97884,0.06557666584491467,20
2127,32262,372834409,1,1,0.42817572660671954,4253993878,0.05418689785096529,7
2128,793271,313396427885,2,2,0.8862628249376644,15674374268120,0.14037216102430108,11
2129,3130269,3579189503845,2,3,0.97932560632251,149842833411956,0.17126698902328982,11
2130,324,28200,1,0,0.5408219426265082,924481,0.08240237208701141,13
2131,1886796,1601230633570,2,2,0.8805971055310567,129193072499397,0.15090362314648315,5
2132,97198,3347797312,0,1,0.8521959904776657,105502211986,0.12188492650460733,6
2133,9682078,15602838021283,3,3,0.7032662253609288,1380100161179962,0.09277606417294955,15
2134,356071,45993102190,3,2,0.9251198812446527,4587039129773,0.11585120138616516,17
2135,1398116,781578455079,1,2,0.3535048504948861,60345441111844,0.04491140949251823,17
2136,441923,54989002554,3,2,0.603188869585744,5179142341060,0.0798082973601887,12
2137,73624,2505560221,1,1,0.024799965497418364,240758864918,0.004777698671241836,12
2138,1149,503650,1,0,0.19348972730955472,14597923,0.02923649750832678,9
2139,1840630,1509349793843,2,2,0.6457764044754262,20006431663097,0.08344757399963525,13
2140,9108293,29212185492457,0,3,0.8345471968892887,2042514751158041,0.16333908684323148,12
2141,4299130,8562615226369,2,3,0.7841442266721733,620023520389983,0.13835531235373244,1
2142,97106,2187218454,0,1,0.12875997997712918,212651044131,0.01835799100440621,4
2143,52012,1326754598,1,1,0.5758426007442593,82271336256,0.08314852879423644,12
2144,3351341,1462069594838,3,3,0.5424454932096485,19905861894680,0.07633373589193937,11
2145,75439,2221114502,3,1,0.4797683249686673,24867460725,0.07237071147073385,16
2146,2527,2204683,3,0,0.9214272602224481,196099981,0.17188614479851622,13
2147,1981007,433189131182,3,2,0.9720334026730275,3988933896774,0.16194958565319284,4
2148,9612572,27439403935883,0,3,0.33646921115479445,622566085860448,0.046478290970262265,19
2149,3277908,2195661557999,2,3,0.7921285429202757,46866846344170,0.10084581035133987,14
2150,1437334,19814968971,2,2,0.4414293622993426,630569312763,0.060048737139694205,15
2151,5955606,12250219905969,1,3,0.8606954420086493,489992716160411,0.15278058214702298,16
2152,3327,4552426,3,0,0.5320862296697808,194654538,0.07183910923564776,16
2153,8553637,2631035263683,1,3,0.836839531492297,55032602971832,0.12704516828367557,1
2154,6366360,12549555119592,2,3,0.6955265109348466,826164537258526,0.13839060668406208,3
2155,4926,9893535,2,0,0.36107772266617477,653387986,0.061745349025957616,11
2156,8841818,28480949321538,3,3,0.9017750058579855,2547268717067667,0.16423768562766156,1
2157,886,362546,2,0,0.20170928551022105,19082000,0.03483848501947172,20
2158,3167572,4467667377537,3,3,0.14345654550718978,109120008473597,0.018937824301653527,4
2159,17370,65824415,1,1,0.3394943747772968,5553705153,0.0561927319270835,10
2160,34987,345662571,2,1,0.2663742384688742,11683085729,0.04380983778111554,8
2161,4418,6754606,0,0,0.701370393418342,638553798,0.1286649115028835,9
2162,259941,32946388913,3,2,0.7801531620799274,1153179920176,0.12578983893155055,16
2163,69598,224826119,0,1,0.5227460936129974,11123918035,0.10213091565192704,11
2164,40021,581823446,2,1,0.13946358112528812,35338457267,0.02351977837348687,3
2165,9905648,8291665878995,3,3,0.6864358053881606,123208151502787,0.11470592802695187,9
2166,3838,5919873,1,0,0.5738200689507523,233853788,0.08093878671232267,4
2167,2931,2261858,0,0,0.6775699803653553,125876870,0.1056035218602565,5
2168,1814578,1187382406177,0,2,0.9599078091295342,20304383832602,0.18277094019141985,10
2169,30751,289700784,1,1,0.44778738436036947,9264665322,0.05749700697711429,2
2170,5821080,3210850909120,1,3,0.018846224752705032,37566751413800,0.002573375928831272,5
2171,2612,1205847,2,0,0.5620651603223437,99480273,0.08907623708294156,9
2172,2928,219996,1,0,0.4225295541208226,462218,0.07418270054558612,10
2173,5352210,2860513435739,1,3,0.40273916944102384,70269285521098,0.05454041667404959,20
2174,4299340,7668348247950,0,3,0.8219754576696547,162223972012987,0.12538028578547483,10
2175,4185,1542215,3,0,0.2160833029082071,109381441,0.028984209404105402,12
2176,176939,8568179499,1,2,0.02749851830475014,82831303246,0.005042029777098988,9
2177,422759,56062306274,0,2,0.8445595855163616,4822822408970,0.1427851937878818,14
2178,1781,1584595,1,0,0.069965649580638,70239623,0.008784778273024825,12
2179,742,18774,3,0,0.2988837001022453,787384,0.04580315580661912,17
2180,10812,10244325,1,1,0.7165031327344266,880054887,0.11336088833995558,17
2181,64459,1925094828,1,1,0.07313795467825679,108690481664,0.014575229908553219,7
2182,2842,1049231,2,0,0.48021973019892905,100314647,0.08386064363063525,1
2183,950167,354400527644,1,2,0.4570186408452025,34280815889525,0.0773472745063885,9
2184,8480,12259345,2,1,0.5365199165172178,876536864,0.0972520644903662,16
2185,2590,1708744,2,0,0.38978133401721193,70623658,0.05842394248506512,12
2186,8194021,17765759418882,1,3,0.9648436765354582,859540908985491,0.17877548194665235,13
2187,36684,591175601,3,1,0.2821477330041411,8686150667,0.039134667372428,11
2188,7169787,22386851255597,0,3,0.7372710158301302,823092738236050,0.0974799482088007,14
2189,468903,37947524234,2,2,0.5958102034020157,2188061241316,0.0886337067280725,1
2190,65323,1921982048,3,1,0.07767569092204207,33775701121,0.011586387548396263,11
2191,8430011,4765216689505,0,3,0.7135728063934331,409089411672234,0.10301141834053781,18
2192,685161,176709990031,3,2,0.05089416105501576,3069318191257,0.009181745327394627,7
2193,3403,4193112,0,0,0.41558041317507566,144690597,0.06761934142347718,15
2194,4681705,2955077012096,2,3,0.30763888725582345,236292789327105,0.03892723626887862,10
2195,33560,201963898,3,1,0.04682105605691311,10301650876,0.006964790140798585,11
2196,1988290,9515269489,0,2,0.6111359738269727,624612772644,0.09085950334478089,16
2197,3847,4848785,1,0,0.7627631883779009,286022468,0.13955179190469316,13
2198,35940,381987319,2,1,0.376359820932761,22692764525,0.04975669247271158,20
2199,88419,1049794717,1,1,0.3272583739526249,98395742758,0.0641352615416958,3
2200,1644192,837785359574,2,2,0.09719445067254473,41456959906319,0.018912303414509102,8
2201,23528,101591076,0,1,0.7677269590340925,2662995103,0.10509807910485575,11
2202,971891,135252697657,1,2,0.912191664478731,1154442198123,0.1345051255909896,4
2203,2472084,1382662184957,2,2,0.6066644004224012,114429650422999,0.09099917084422889,16
2204,1703718,275742742174,0,2,0.07020925008111589,20235115074404,0.011028252865698437,17
2205,3331883,2011233641419,0,3,0.8445391849303552,102691724911615,0.12311816286231012,7
2206,7752605,4405093271020,0,3,0.18575352905874665,70664183909150,0.030331185392827507,4
2207,5298056,12378856442883,2,3,0.23961668908068323,107751605508239,0.03294767397468135,2
2208,54634,1121287776,0,1,0.6432949977915895,54223039706,0.09326798128454043,10
2209,98424,4745160740,3,1,0.677429571384474,113881826213,0.09375346570858974,9
2210,533,50812,3,0,0.6162152793325866,2405923,0.08977626422440682,15
2211,2209583,694329594902,3,2,0.2612637059343321,2923592456883,0.04201314696375716,8
2212,3559616,3042802246433,2,3,0.07677133348034348,166150130431746,0.013224459395445533,7
2213,7407,17643443,0,1,0.8463309221083026,1239680758,0.14592700551598284,1
2214,1670,384297,2,0,0.04070461000469405,11737886,0.007047293243941339,14
2215,4022,7419249,0,0,0.13995398491728606,531618809,0.017964075616343958,3
2216,77021,2905381374,0,1,0.5135410532866681,177559467701,0.07270650318575854,20
2217,5501016,8545123979354,3,3,0.9901398510877291,212032839393602,0.15396061544243467,3
2218,3750,255324,0,0,0.8719455069370434,18844123,0.15186529328868856,14
2219,177299,14730915202,1,2,0.6983534375977506,441831716501,0.10665092830187545,18
2220,2460098,3010600649815,0,2,0.2362680186876992,132249081302247,0.03476152936685626,13
2221,6606762,17392940921428,2,3,0.6177197554397214,90260908132135,0.07928884406462923,16
2222,6932126,10865110436109,3,3,0.5414146905494375,150008906135693,0.07910882537488893,7
2223,1058,162448,3,0,0.8061125136974018,12922351,0.10297365842839956,15
2224,195028,2972600574,3,2,0.9181294308684023,15255271656,0.12752523766919227,17
2225,4645310,6858842105037,3,3,0.1939987135284703,409595912847928,0.031444471609615984,10
